energy,tempo,danceability,loudness,liveness,valence,instrumentalness,speechiness,acousticness,track_popularity,track_name,track_artist,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,mode,key
0.711,146.921,0.487,-4.22,0.152,0.317,0.0,0.0322,0.000175,71,Running Wild,Jin,Happy - :') (Remixes),2024-11-19,pop,global,1,8
0.413,94.938,0.494,-10.432,0.193,0.273,6.72e-05,0.0254,0.682,93,Sailor Song,Gigi Perez,Sailor Song,2024-07-26,pop,global,1,11
0.907,112.964,0.674,-4.086,0.297,0.721,0.0,0.064,0.101,93,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,pop,global,1,3
0.651,112.648,0.694,-6.968,0.0787,0.471,1.36e-05,0.0784,0.496,93,Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,2024-09-26,pop,global,1,6
0.247,148.101,0.467,-12.002,0.17,0.126,0.000271,0.0431,0.612,93,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,pop,global,0,6
0.776,103.963,0.699,-5.282,0.205,0.708,5.36e-06,0.0293,0.131,88,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,pop,global,1,0
0.722,119.973,0.769,-5.485,0.111,0.57,2.56e-06,0.0507,0.0584,92,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",Timeless,2024-09-27,pop,global,0,11
0.582,116.712,0.7,-5.96,0.0881,0.785,0.0,0.0356,0.0502,94,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,pop,global,0,11
0.563,105.008,0.833,-5.593,0.139,0.343,1.27e-05,0.204,0.528,82,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,2024-11-15,pop,global,0,4
0.627,150.273,0.336,-7.463,0.0708,0.35,0.0,0.0384,0.164,87,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,1994-10-28,pop,global,1,7
0.598,107.732,0.733,-8.228,0.156,0.935,3.71e-06,0.0278,0.212,72,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,2023-07-07,pop,global,1,2
0.471,105.029,0.472,-5.692,0.14,0.219,0.0,0.0603,0.151,89,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,pop,global,1,10
0.668,128.027,0.924,-6.795,0.0678,0.787,0.000594,0.0469,0.446,93,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,2024-06-21,pop,global,1,11
0.872,184.115,0.466,-3.344,0.121,0.806,0.0,0.0336,0.0156,79,The Emptiness Machine,Linkin Park,From Zero,2024-11-15,pop,global,1,7
0.586,107.015,0.675,-6.086,0.104,0.621,0.0,0.0531,0.257,87,Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,pop,global,1,9
0.406,115.94,0.53,-7.507,0.133,0.338,0.0,0.033,0.656,90,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,pop,global,1,10
0.369,174.097,0.448,-9.514,0.638,0.0998,0.272,0.0452,0.968,88,The Night We Met,Lord Huron,Strange Trails,2015-04-06,pop,global,1,9
0.627,155.865,0.687,-4.975,0.0893,0.47,0.0,0.181,0.326,78,Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,2024-11-15,pop,global,1,7
0.807,124.053,0.612,-2.81,0.101,0.398,0.0177,0.0336,0.0495,90,Sweater Weather,The Neighbourhood,I Love You.,2013-04-22,pop,global,1,10
0.417,67.528,0.464,-9.345,0.0974,0.479,0.022,0.0256,0.136,90,I Wanna Be Yours,Arctic Monkeys,AM,2013-09-09,pop,global,0,0
0.604,159.92,0.561,-4.409,0.104,0.242,1.9e-05,0.0337,0.199,89,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,pop,global,1,9
0.559,78.558,0.558,-9.222,0.109,0.62,7.49e-06,0.0959,0.371,90,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,2017-07-21,pop,global,1,6
0.661,173.372,0.429,-7.227,0.234,0.285,0.000121,0.0281,0.00239,89,Yellow,Coldplay,Parachutes,2000-07-10,pop,global,1,11
0.812,80.09,0.505,-3.986,0.444,0.664,0.0,0.461,0.285,88,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,2024-10-28,pop,global,1,1
0.56,134.066,0.853,-4.961,0.0944,0.86,0.0,0.0406,0.013,88,That's What I Like,Bruno Mars,24K Magic,2016-11-17,pop,global,1,1
0.698,143.994,0.726,-4.165,0.309,0.867,0.0,0.0431,0.049,89,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,2012-12-07,pop,global,1,5
0.727,94.99,0.739,-5.968,0.104,0.676,0.0,0.0426,0.0678,90,Bed Chem,Sabrina Carpenter,Short n' Sweet,2024-08-23,pop,global,0,11
0.555,96.063,0.392,-6.707,0.13,0.191,0.000253,0.039,0.287,87,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",CHROMAKOPIA,2024-10-28,pop,global,0,4
0.52,120.001,0.672,-7.747,0.115,0.37,0.0,0.0353,0.859,89,Night Changes,One Direction,FOUR (Deluxe),2014-11-17,pop,global,1,8
0.47,67.086,0.598,-8.744,0.505,0.879,0.0,0.0496,0.617,83,Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,1964-10-19,pop,global,1,8
0.64,84.828,0.264,-6.221,0.151,0.19,2.31e-06,0.0442,0.0393,89,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,pop,global,1,8
0.841,109.021,0.635,-5.379,0.0622,0.424,0.0,0.0422,0.0134,85,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,pop,global,1,5
0.706,80.969,0.722,-4.857,0.067,0.599,0.0,0.0292,0.072,84,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,pop,global,1,9
0.757,142.579,0.482,-4.586,0.143,0.12,0.0016,0.0355,0.0137,88,NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,2023-11-10,pop,global,1,6
0.715,155.925,0.315,-8.072,0.0942,0.497,7.97e-06,0.0362,0.00125,87,Iris,The Goo Goo Dolls,Dizzy up the Girl,1998,pop,global,0,11
0.864,105.143,0.556,-5.87,0.209,0.4,0.0,0.0584,0.00958,88,In the End,Linkin Park,Hybrid Theory (Bonus Edition),2000,pop,global,0,3
0.643,117.025,0.74,-5.446,0.0407,0.96,0.00229,0.0413,0.041,84,Too Sweet,Hozier,Unreal Unearth: Unaired,2024-08-19,pop,global,1,10
0.725,130.504,0.633,-4.257,0.205,0.64,0.0,0.0427,0.0461,87,Juno,Sabrina Carpenter,Short n' Sweet,2024-08-23,pop,global,1,5
0.731,101.654,0.483,-6.696,0.151,0.484,0.0,0.0381,0.436,85,Riptide,Vance Joy,Dream Your Life Away (Deluxe Edition),2014-08-05,pop,global,1,1
0.928,127.939,0.571,-3.725,0.297,0.488,0.0,0.0453,0.00932,78,Heavy Is the Crown,Linkin Park,From Zero,2024-11-15,pop,global,0,4
0.513,109.935,0.745,-9.116,0.216,0.929,0.0,0.087,0.783,88,DOS DÍAS,"Tito Double P, Peso Pluma",INCÓMODO,2024-08-22,pop,global,1,1
0.689,120.208,0.724,-7.174,0.0922,0.936,6.77e-06,0.0524,0.573,89,EL LOKERON,Tito Double P,INCÓMODO,2024-08-22,pop,global,0,7
0.621,191.868,0.525,-7.364,0.291,0.592,0.0,0.117,0.0489,82,Santa Tell Me,Ariana Grande,Santa Tell Me,2014-11-24,pop,global,1,7
0.424,119.705,0.754,-8.463,0.0652,0.806,0.0,0.0363,0.643,80,Jingle Bell Rock,Bobby Helms,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957-12-02,pop,global,1,2
0.646,115.842,0.645,-8.334,0.074,0.295,3.04e-05,0.0427,0.0615,86,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,pop,global,1,5
0.789,91.911,0.757,-3.46,0.0717,0.464,0.0,0.0583,0.307,78,LA INOCENTE,"Mora, Feid",MICRODOSIS,2022-04-01,latin,chill,0,5
0.778,96.057,0.911,-2.248,0.179,0.345,2.16e-05,0.262,0.0887,84,PERRO NEGRO,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,2023-10-13,latin,chill,1,5
0.786,111.989,0.781,-5.211,0.107,0.759,5.88e-06,0.0885,0.115,68,BUBALU,"Feid, Rema",BUBALU,2023-09-22,latin,chill,0,6
0.411,169.934,0.584,-7.147,0.0955,0.412,4.47e-05,0.0838,0.869,71,HACIENDO QUE ME AMAS,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,latin,chill,0,10
0.804,110.982,0.82,-7.226,0.064,0.844,0.00215,0.0528,0.175,68,Tan Bonita,Piso 21,El Amor En Los Tiempos Del Perreo,2021-03-18,latin,chill,1,9
0.522,110.427,0.75,-7.018,0.0743,0.601,0.0,0.0293,0.282,78,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo (Remix),2021-04-01,latin,chill,1,9
0.888,130.97,0.617,-4.567,0.162,0.771,0.0,0.0402,0.0705,72,Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,2016-06-17,latin,chill,1,4
0.856,123.031,0.748,-3.517,0.142,0.927,0.0,0.0348,0.0824,68,Tacones Rojos,Sebastian Yatra,Tacones Rojos,2021-10-22,latin,chill,0,11
0.673,92.06,0.453,-5.649,0.131,0.266,0.0,0.144,0.32,76,Fuera del mercado,Danny Ocean,@dannocean,2022-02-17,latin,chill,1,8
0.686,79.928,0.647,-5.745,0.528,0.268,1.34e-06,0.0413,0.08,80,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",Un Verano Sin Ti,2022-05-06,latin,chill,0,3
0.595,108.02,0.777,-6.79,0.0669,0.546,0.00139,0.0375,0.59,75,Otro Atardecer,"Bad Bunny, The Marías",Un Verano Sin Ti,2022-05-06,latin,chill,1,2
0.588,142.004,0.872,-6.276,0.17,0.93,0.0,0.0492,0.275,70,Yo No Soy Celoso,Bad Bunny,Un Verano Sin Ti,2022-05-06,latin,chill,1,0
0.498,122.016,0.876,-7.511,0.143,0.428,0.0,0.0478,0.0706,75,Neverita,Bad Bunny,Un Verano Sin Ti,2022-05-06,latin,chill,1,10
0.69,151.991,0.839,-4.464,0.176,0.744,8.33e-06,0.0615,0.207,76,Un Coco,Bad Bunny,Un Verano Sin Ti,2022-05-06,latin,chill,1,11
0.616,103.071,0.797,-10.229,0.0979,0.451,0.000293,0.375,0.762,74,Andrea,"Bad Bunny, Buscabulla",Un Verano Sin Ti,2022-05-06,latin,chill,0,1
0.516,111.005,0.87,-8.006,0.11,0.53,0.00823,0.0541,0.656,71,PROVENZA,KAROL G,PROVENZA,2022-04-22,latin,chill,1,1
0.543,139.929,0.84,-4.941,0.128,0.74,0.0,0.0568,0.678,70,Inolvidable,"Ovy On The Drums, Beéle",Inolvidable,2020-01-15,latin,chill,1,0
0.623,130.037,0.919,-6.521,0.0609,0.775,1.63e-05,0.0992,0.184,71,DESPECHÁ,ROSALÍA,DESPECHÁ,2022-07-28,latin,chill,1,7
0.782,128.033,0.621,-5.548,0.23,0.55,0.033,0.044,0.0125,80,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,latin,chill,1,2
0.524,83.97,0.653,-9.016,0.203,0.553,0.0,0.0502,0.112,81,telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,latin,chill,0,11
0.586,189.978,0.326,-7.966,0.0787,0.295,0.0,0.0605,0.531,71,AMOR DE CINE,HUMBE,AURORA,2021-11-11,latin,chill,1,6
0.662,93.976,0.892,-3.894,0.363,0.607,1.24e-06,0.162,0.169,68,Gato de Noche,"Ñengo Flow, Bad Bunny",Gato de Noche,2022-12-22,latin,chill,1,8
0.724,83.118,0.569,-4.076,0.27,0.562,0.0,0.0474,0.228,75,un x100to,"Grupo Frontera, Bad Bunny",un x100to,2023-04-17,latin,chill,0,6
0.421,98.224,0.537,-8.72,0.138,0.524,0.0,0.0285,0.827,80,Si No Estás,iñigo quintero,Si No Estás,2022-09-23,latin,chill,1,5
0.665,100.09,0.858,-4.772,0.119,0.659,0.0,0.152,0.126,79,CLASSY 101,"Feid, Young Miko",FERXXOCALIPSIS,2023-12-01,latin,chill,1,11
0.534,93.924,0.832,-7.813,0.165,0.116,0.0,0.253,0.345,78,Martin & Gina,Polo G,THE GOAT,2020-05-15,arabic,modern,0,1
0.542,135.14,0.926,-5.064,0.0877,0.564,0.0,0.293,0.135,70,We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",My Turn (Deluxe),2020-05-01,arabic,modern,1,1
0.73,155.008,0.834,-3.714,0.124,0.446,0.0,0.222,0.00513,81,SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,arabic,modern,1,8
0.564,77.972,0.856,-6.295,0.134,0.483,0.0,0.392,0.00327,70,On Me,Lil Baby,On Me,2020-12-04,arabic,modern,0,6
0.576,166.162,0.77,-11.845,0.08,0.364,0.0,0.339,0.138,68,Chosen 1,Polo G,Die A Legend,2019-06-07,arabic,modern,0,8
0.716,91.007,0.701,-3.671,0.324,0.732,0.0,0.0361,0.174,80,Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,2021-03-26,arabic,modern,0,7
0.658,140.042,0.8,-6.142,0.111,0.462,0.0,0.079,0.25,77,Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,2020-08-28,arabic,modern,0,1
0.882,148.038,0.569,-2.777,0.142,0.201,0.0,0.06,0.0316,88,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",UTOPIA,2023-07-28,arabic,modern,0,3
0.662,112.509,0.897,-6.903,0.534,0.39,0.0,0.292,0.0852,79,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",Drip Harder,2018-10-05,arabic,modern,0,1
0.346,119.957,0.963,-9.309,0.108,0.562,0.0,0.53,0.0355,75,Yes Indeed,"Lil Baby, Drake",Harder Than Ever,2018-05-18,arabic,modern,0,5
0.524,140.053,0.747,-6.807,0.2,0.363,0.0,0.245,0.0306,71,Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",Project Baby 2: All Grown Up,2017-08-18,arabic,modern,0,10
0.444,140.063,0.906,-8.692,0.173,0.678,6.44e-05,0.384,0.136,68,No Heart,"21 Savage, Metro Boomin",Savage Mode,2016-07-15,arabic,modern,0,4
0.639,168.112,0.772,-7.119,0.0698,0.261,0.0,0.467,0.15,74,Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",Die A Legend,2019-06-07,arabic,modern,1,1
0.487,127.05,0.964,-6.071,0.115,0.108,6.07e-06,0.421,0.00127,77,Pure Cocaine,Lil Baby,Street Gossip,2018-11-30,arabic,modern,0,10
0.347,75.016,0.884,-8.227,0.0871,0.376,7e-06,0.35,0.015,72,Bank Account,21 Savage,Issa Album,2017-07-06,arabic,modern,0,8
0.619,127.956,0.962,-5.562,0.083,0.154,0.0,0.405,0.0354,72,Low Down,Lil Baby,My Turn (Deluxe),2020-05-01,arabic,modern,0,10
0.395,76.984,0.793,-5.578,0.109,0.128,1.4e-05,0.385,0.277,69,Ready (feat. Gunna),"Lil Baby, Gunna",Street Gossip,2018-11-30,arabic,modern,1,1
0.353,87.997,0.797,-9.931,0.102,0.0731,0.0,0.369,0.59,73,10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",NOT ALL HEROES WEAR CAPES (Deluxe),2018-11-06,arabic,modern,0,6
0.516,119.996,0.877,-5.426,0.143,0.255,0.0,0.0706,0.215,77,Freestyle,Lil Baby,Too Hard,2017-12-01,arabic,modern,0,2
0.744,84.005,0.867,-5.171,0.0713,0.645,0.0,0.227,0.268,71,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",Top Shotta,2020-08-07,arabic,modern,1,2
0.515,120.1,0.567,-10.265,0.078,0.321,0.0,0.247,0.354,73,F.N,Lil Tjay,True 2 Myself,2019-10-11,arabic,modern,0,6
0.463,108.003,0.97,-7.259,0.151,0.46,0.0,0.366,0.0957,72,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",Quality Control: Control The Streets Volume 2,2019-08-16,arabic,modern,1,10
0.662,143.943,0.767,-4.856,0.123,0.259,0.0,0.0578,0.103,69,back to the moon,Gunna,a Gift & a Curse,2023-06-16,arabic,modern,0,5
0.622,130.001,0.847,-6.747,0.285,0.22,0.0,0.0903,0.119,82,fukumean,Gunna,a Gift & a Curse,2023-06-16,arabic,modern,0,1
0.701,134.039,0.71,-5.415,0.178,0.564,0.0,0.0317,0.0105,68,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",Almost Healed,2023-05-26,arabic,modern,1,11
0.727,150.062,0.477,-4.053,0.108,0.227,0.0,0.286,0.000866,70,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",KHALED KHALED,2021-04-30,arabic,modern,1,2
0.48,143.029,0.846,-8.618,0.0989,0.419,0.0,0.359,0.269,68,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",Just Cause Y'all Waited 2,2020-05-08,arabic,modern,0,8
0.651,163.935,0.665,-5.515,0.0896,0.237,0.0,0.156,0.0414,77,Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,2018-12-10,arabic,modern,1,1
0.692,79.899,0.623,-5.122,0.153,0.566,0.0,0.0504,0.328,78,Robbery,Juice WRLD,Death Race For Love (Bonus Track Version),2019-03-08,arabic,modern,1,2
0.572,141.996,0.823,-6.067,0.113,0.568,0.0,0.0865,0.0079,69,1400 / 999 Freestyle (feat. Juice WRLD),"Trippie Redd, Juice WRLD",A Love Letter To You 3,2018-11-09,arabic,modern,0,6
0.613,149.972,0.65,-6.13,0.267,0.0804,0.0,0.128,0.00336,76,Wishing Well,Juice WRLD,Legends Never Die,2020-07-10,arabic,modern,0,9
0.529,161.989,0.671,-7.226,0.0856,0.203,0.000335,0.307,0.0769,83,All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,2018-12-10,arabic,modern,1,0
0.736,147.946,0.776,-4.612,0.159,0.233,0.0,0.247,0.0802,71,Black & White,Juice WRLD,Goodbye & Good Riddance,2018-12-10,arabic,modern,1,7
0.801,104.986,0.778,-7.326,0.0912,0.914,0.000155,0.106,0.692,70,Lonely At The Top,Asake,Work Of Art,2023-06-15,arabic,modern,0,6
0.819,110.14,0.726,-7.094,0.27,0.636,9.65e-05,0.106,0.477,70,Stronger,Young Jonn,Jiggy Forever,2024-04-12,arabic,modern,1,8
0.651,67.813,0.49,-6.259,0.108,0.567,7.59e-06,0.138,0.714,68,Dealer,"Ayo Maff, Fireboy DML",Dealer,2024-04-16,arabic,modern,1,11
0.653,150.097,0.547,-3.875,0.103,0.163,0.0,0.081,0.456,74,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Hollywood's Bleeding,2019-09-06,arabic,modern,1,5
0.552,144.941,0.64,-5.679,0.119,0.112,0.0,0.129,0.0215,84,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,2024-03-22,arabic,modern,1,2
0.552,119.476,0.765,-7.524,0.193,0.492,0.0,0.309,0.175,82,Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",HEROES & VILLAINS,2022-12-02,arabic,modern,0,1
0.764,140.113,0.882,-5.241,0.119,0.886,0.0,0.204,0.359,81,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),2024-05-23,arabic,modern,1,11
0.634,101.837,0.502,-3.367,0.188,0.645,0.0341,0.144,0.677,72,MMS,"Asake, Wizkid",Lungu Boy,2024-08-08,arabic,modern,0,8
0.64,112.984,0.869,-7.677,0.0747,0.535,0.00119,0.0424,0.011,68,Active,"Asake, Travis Scott",Lungu Boy,2024-08-08,arabic,modern,0,5
0.719,113.012,0.897,-7.164,0.0677,0.546,0.000531,0.157,0.116,71,JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),2024-08-22,arabic,modern,0,6
0.668,87.973,0.573,-4.356,0.109,0.145,4.01e-05,0.0467,0.189,82,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",HEROES & VILLAINS,2022-12-02,arabic,modern,0,7
0.52,95.865,0.578,-8.399,0.124,0.425,3.38e-06,0.151,0.554,68,alone - Remix,"FOLA, Bnxn",alone (Remix),2024-10-04,arabic,modern,0,11
0.841,147.989,0.754,-4.563,0.0903,0.838,0.0,0.0921,0.136,68,OZEBA,Rema,HEIS,2024-07-10,arabic,modern,1,2
0.683,145.379,0.501,-7.881,0.0685,0.623,9.25e-05,0.211,0.109,71,Fi Kan We Kan,"Bnxn, Rema",Fi Kan We Kan,2024-10-15,arabic,modern,0,6
0.648,93.2,0.737,-5.493,0.105,0.746,6.92e-06,0.138,0.252,77,Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",Piece of My Heart (feat. Brent Faiyaz),2024-10-18,arabic,modern,1,1
0.541,139.978,0.716,-7.909,0.115,0.387,0.0,0.149,0.0021,72,Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",Harder Than Ever,2018-05-18,arabic,modern,1,1
0.874,118.079,0.774,-5.641,0.413,0.927,0.34,0.0488,0.142,75,Kese (Dance),Wizkid,Kese (Dance),2024-11-15,arabic,modern,0,5
0.52,120.001,0.672,-7.747,0.115,0.37,0.0,0.0353,0.859,89,Night Changes,One Direction,FOUR (Deluxe),2014-11-17,pop,soft,1,8
0.366,141.981,0.604,-7.519,0.133,0.13,0.0,0.0282,0.578,77,Easy On Me,Adele,Easy On Me,2021-10-14,pop,soft,1,5
0.422,119.964,0.53,-6.262,0.107,0.349,0.0,0.0342,0.407,78,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2013-10-04,pop,soft,1,5
0.264,119.93,0.422,-7.064,0.132,0.331,0.0,0.0322,0.922,83,All of Me,John Legend,Love In The Future (Expanded Edition),2013-08-30,pop,soft,1,8
0.547,95.0,0.778,-7.273,0.132,0.442,0.000306,0.0489,0.344,83,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",The Truth About Love,2012-09-18,pop,soft,1,2
0.706,122.013,0.663,-4.972,0.115,0.474,0.0,0.0383,0.0654,71,Counting Stars,OneRepublic,Native,2014-01-01,pop,soft,0,1
0.779,173.799,0.468,-4.839,0.101,0.26,0.000373,0.0779,0.112,77,Unstoppable,Sia,This Is Acting (Deluxe Version),2016-10-21,pop,soft,1,9
0.661,173.372,0.429,-7.227,0.234,0.285,0.000121,0.0281,0.00239,89,Yellow,Coldplay,Parachutes,2000-07-10,pop,soft,1,11
0.454,159.982,0.689,-7.643,0.0707,0.912,0.00259,0.0584,0.0351,89,End of Beginning,Djo,DECIDE,2022-09-16,pop,soft,1,2
0.715,155.925,0.315,-8.072,0.0942,0.497,7.97e-06,0.0362,0.00125,87,Iris,The Goo Goo Dolls,Dizzy up the Girl,1998,pop,soft,0,11
0.5,117.896,0.664,-6.935,0.0966,0.801,0.0,0.0651,0.799,87,Stick Season,Noah Kahan,Stick Season,2022-10-14,pop,soft,1,9
0.28,72.795,0.612,-8.648,0.088,0.387,0.0,0.0434,0.932,87,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,2012-12-07,pop,soft,1,0
0.663,121.07,0.6,-5.802,0.119,0.286,0.0,0.0477,0.225,86,Story of My Life,One Direction,Midnight Memories (Deluxe),2013-11-25,pop,soft,1,3
0.537,122.769,0.445,-8.532,0.0944,0.131,1.65e-05,0.04,0.695,86,Another Love,Tom Odell,Long Way Down (Deluxe),2013-06-24,pop,soft,0,4
0.635,103.019,0.617,-6.769,0.164,0.446,1.44e-05,0.0317,0.0498,86,Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,2017-04-07,pop,soft,0,11
0.296,115.284,0.351,-10.109,0.095,0.12,0.0,0.0333,0.934,86,lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),2018-04-19,pop,soft,0,4
0.697,138.992,0.74,-4.912,0.224,0.732,0.0,0.034,0.0268,86,Nonsense,Sabrina Carpenter,emails i can't send,2022-07-15,pop,soft,1,8
0.652,95.977,0.825,-3.183,0.0931,0.931,0.0,0.0802,0.581,86,Shape of You,Ed Sheeran,÷ (Deluxe),2017-03-03,pop,soft,0,1
0.192,175.212,0.369,-12.151,0.0954,0.148,8.35e-06,0.04,0.555,85,Something in the Orange,Zach Bryan,Something in the Orange,2022-04-22,pop,soft,0,4
0.841,109.021,0.635,-5.379,0.0622,0.424,0.0,0.0422,0.0134,85,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,pop,soft,1,5
0.557,85.043,0.358,-7.398,0.0902,0.494,0.0,0.059,0.695,85,Say You Won't Let Go,James Arthur,Back from the Edge,2016-10-28,pop,soft,1,10
0.607,81.001,0.684,-8.127,0.191,0.498,0.000307,0.1,0.0267,85,Sure Thing,Miguel,All I Want Is You,2010-11-26,pop,soft,0,11
0.448,95.05,0.599,-6.312,0.106,0.168,0.0,0.0232,0.163,86,Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,pop,soft,1,8
0.442,146.277,0.557,-7.224,0.11,0.213,1.46e-05,0.0243,0.731,84,The Scientist,Coldplay,A Rush of Blood to the Head,2002-08-27,pop,soft,1,5
0.552,75.881,0.346,-6.864,0.114,0.0789,0.0,0.0282,0.417,84,Skyfall,Adele,Skyfall,2012-10-04,pop,soft,0,0
0.822,167.997,0.604,-4.833,0.147,0.288,0.134,0.0438,0.00672,84,Thunder,Imagine Dragons,Evolve,2017-06-23,pop,soft,1,0
0.543,68.534,0.359,-7.582,0.118,0.453,1.58e-05,0.0919,0.492,84,Lover,Taylor Swift,Lover,2019-08-23,pop,soft,1,7
0.763,120.042,0.695,-3.497,0.0863,0.551,0.00242,0.0396,0.189,83,Circles,Post Malone,Hollywood's Bleeding,2019-09-06,pop,soft,1,0
0.425,102.078,0.357,-7.301,0.322,0.27,0.0,0.0333,0.584,83,Heather,Conan Gray,Kid Krow,2020-03-20,pop,soft,1,5
0.741,153.96,0.601,-5.569,0.415,0.441,2.91e-05,0.0478,0.185,83,Ghost,Justin Bieber,Justice,2021-03-19,pop,soft,1,2
0.713,120.032,0.742,-5.522,0.059,0.879,0.0,0.0303,0.0205,83,Maps,Maroon 5,V,2014-09-02,pop,soft,0,1
0.379,107.989,0.614,-10.48,0.0986,0.201,0.000464,0.0476,0.607,84,Photograph,Ed Sheeran,x (Deluxe Edition),2014-06-21,pop,soft,1,4
0.754,149.789,0.752,-6.684,0.0486,0.755,0.0,0.0615,0.0151,82,Stitches,Shawn Mendes,Handwritten,2015-04-14,pop,soft,1,1
0.417,138.178,0.209,-8.74,0.113,0.124,0.00196,0.0338,0.164,82,Fix You,Coldplay,X&Y,2005-06-07,pop,soft,1,3
0.603,97.994,0.712,-5.52,0.115,0.67,0.0,0.0262,0.186,82,Fast Car,Luke Combs,Gettin' Old,2023-03-24,pop,soft,1,8
0.574,111.881,0.459,-4.857,0.0885,0.183,0.0,0.0577,0.608,81,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,pop,soft,1,3
